index,text,label
59135,i started feeling awful and last weekend was the worst,0
134723,i have something to do that i feel may be unpleasant,0
175898,im content to stay at home and let other people fight out their frustrations from feeling helpless in a low bid world that honors only privilege,0
80728,i am so frustrated and upset at myself and sick of feeling melancholy and morose,0
405468,i sat beside her feeling disturbed and thinking of how to help this colleague of mine,0
324527,i guess this is where i feel lost,0
214840,i feel so embarrassed i dont sing to an audience unless youre a shower room our awesome its not sarcastic we really like him philo prof did not show up,0
90947,i feel at this moment must have a purpose maybe not for me i am not so vain as to think i am the subject or the goal but for someone else somewhere now later much later otherwise what is the point in weathering something,0
156542,i try to find work but no surprise nobody wants to hire me i wish i have a little confidence to live this life to be a little more that the fat girl who takes up space i feel so useless,0
404129,i feel like its a love doomed because were never right where we need to be,0
