index,text,label,score
41377,i have a feeling my anxiety and irritable bowel will calm down,LABEL_3,0.9999994039535522
41940,i guess the we rode away feeling so outraged that the fine morning was spoiled for trembling all over,LABEL_3,0.9999994039535522
41961,i feel angered and ashamed to watch this video,LABEL_3,0.9999994039535522
42549,i remember feeling outraged and i told him he was scaring me so i closed the blind,LABEL_3,0.9999994039535522
43224,i feel outraged that the veterans who have been awarded the medals of honor the silver stars etc,LABEL_3,0.9999994039535522
46431,i feel outraged about the illegal donations scandal,LABEL_3,0.9999994039535522
47586,im feeling impatient a quick blast with the hairdryer usually gets the job done,LABEL_3,0.9999994039535522
48129,im feeling grouchy but i did not lash out on anyone,LABEL_3,0.9999994039535522
48277,i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,LABEL_3,0.9999994039535522
50427,i was supposed to feel less outraged about his totally unnecessary death,LABEL_3,0.9999994039535522
50484,i am feeling irritable and distracted i am unlikely to be as receptive to certain elements of music,LABEL_3,0.9999994039535522
50980,im feelingcrushed and furious and hungryim hearingeminem my name is,LABEL_3,0.9999994039535522
51110,i feel rather enraged that we have another homicide in dearborn at this time police chief ron haddad said,LABEL_3,0.9999994039535522
55100,i can t just help but feel angered by the stupidity of the panel,LABEL_3,0.9999994039535522
56158,i feel so angered amp so irritated what i feel doesnt change,LABEL_3,0.9999994039535522
56701,i feel generally enraged at the state government the county government the city government school boards,LABEL_3,0.9999994039535522
58028,i can only feel outraged and scandalized by the announcement of the clearing of the three macc officers implicated in tbh s death,LABEL_3,0.9999994039535522
