index,text,label
345491,i had a gut feeling that those vital signs included your weight so instead of clicking on it i e mailed the office and explained that i am recovering from anorexia and seeing my weight sends me into a downward spiral fast,1
413952,i want to be surrounded by people who love me who make me feel good about myself who make me want to be a better person and who are happy themselves,1
112258,i need x to make me feel joyful and self loving,1
406565,i feel as though i have a pretty flawless plan as to how i am going to do this as well,1
41214,i dont like community spirit or street parties its not because i have no pride in being english although sometimes the government make me feel less than proud of being english,1
44186,i after the race he still wasnt feeling fab but was happy he beat me,1
52546,i have worked so hard to get where i am now and i want to feel nothing but proud and happy,1
335776,i have a feeling no matter when it is that it will have a positive magical effect to do so,1
141235,i feel that everything up until this point in my life has been useful and i ve learned from it all,1
319806,i am able to stay in control of my feelings which usually enables me to be more productive more efficient and certainly more calm,1
372362,i mean some days i get excited because i feel all cute and pregnant but most days i dont even know how to dress myself,1
386221,i was feeling festive and it was many years ago so oh well,1
230239,i feel virtuous as i sit there eating cucumber,1
33083,i find that i never stop feeling excited for our company s future,1
172397,i feel glad you identified this aspect of human interaction,1
17777,ill be honest i do catch up on other peoples blogs quite often and dont make it as much of a priority to write my own posts because i tell myself itll take too long or i dont feel like it or i just want to read this cute post from such and such blogger super fast before i do this this and that,1
82336,i see him while im watching titanic i feel like omg why he so handsome,1
159511,im feeling an artistic spurt,1
237519,i feel terrific about the sales of this book,1
250448,i just feel that i should be more clever,1
302325,ill feel more inspired,1
348090,i feel peaceful amp powerful i remain in constant communication with my source of knowledge wisdom amp inspiration i make immediate right decisions for me amp follow them with immediate actions,1
3187,i call it bliss breathing because it always makes me feel joyful,1
21044,im not feeling very thrilled with myself,1
414841,im so anxious to feel the so called carefree college world,1
75841,i feel so proud of you lt,1
308939,i have done music and movie production in the last four years and i feel its time i do fashion which im very passionate about,1
139866,i know because i have been there feeling out of control thinking my life was not valuable feeling like another faceless nameless being in a world full of faceless nameless beings,1
328113,i also strolled around walmart for hours because i was feeling energetic and that really wore me out,1
248147,i feel terrific in it and plan to wear it at least once a week over the next few months,1
122363,i feel pretty honoured that someone liked my little slice of the interwebs enough to nominate me,1
201177,i am feeling like any day it will be resolved,1
331706,im not feeling very creative suspenders are the easiest way to make an outfit look somewhat interesting,1
164076,i also feel that indulging occasionally is ok if you keep it just that occasional,1
241851,i feel confusion and fearless in quick malice the wild pain shattered the burned cloud become dry in the sky the wish hidden inside is burned the hesistant eyes flow the tear but the strength of tomorrow returned,1
309251,i get the feeling that the question is no more sincere than the telemarketer who asks how are you today,1
27711,i feel a little more carefree because while i have an image in my head i don t know exactly where the final painting will end up or how i will get there,1
129770,i think beauty is just harmony nobody can tell what is beauty because it depend of people tastes my job is making people feel handsome hide defaults and revel what is nice in each person,1
106601,i still wasn t feeling perfect,1
383088,i feel brave and dont hide in my hair anymore,1
90943,i just feel like were being complacent and flat,1
103126,i notice that i feel more energetic and less moody when i actually eat fresh fruits and veggies not just multiple cups of coffee,1
402277,i feel inspired and respected by my bosses i feel valued as a member of a team of great people,1
227009,i feel relieved about dropping all expectations and just focusing on getting the work done and having faith that the results will come with that,1
344492,i eat a good breakfast i feel more energetic throughout the whole day and don t feel that o clock slump,1
370134,i can feel is grief for the innocent lives blinked out without reason,1
34813,i dance the more i feel joy the more generous i become with myself the more i live in the present the more i let myself off the trauma hook the less important the past becomes,1
337525,i am feeling a little clever right now,1
168468,i will feel stronger and more sincere in this endeavor,1
148506,i have been on the back except for round the block and it feels ok,1
206408,i am continuing to lose weight and gain endurance while eating high fat low carb so im feeling that the fattiness here is acceptable,1
235857,i can no longer feel casual about it or feel no fear,1
399512,i believe that is probably how they show that they care and want us to feel welcomed by seeing how much food they can get us to eat,1
340539,i am absolutely positively grateful to be feeling fab at the moment,1
290945,i feel like i have been pretty strong through this whole process and really been handling things well,1
161656,i did not feel graceful or powerful,1
382703,i went there once feeling a little adventurous than our usual selves,1
