,Text,True,mask,0,1,2,3,4,5
27,i bet there isn t a universe out there where a gibbs doesn t feel the need to slap a dinozzo he said and there was something kind of fond about the way he said it that made tony glow a bit inside,LABEL_2,0,0.2971961200237274,0.2971961200237274,0.2971961200237274,0.2971961200237274,0.2971961200237274,0.2971961200237274
28,i feel fond of my adopted home,LABEL_2,-1,1.3777810181636596e-07,1.3777810181636596e-07,1.3777810181636596e-07,1.3777810181636596e-07,1.3777810181636596e-07,1.3777810181636596e-07
29,i feel fond of my adopted home,LABEL_2,0,0.25060462951660156,0.25060462951660156,0.25060462951660156,0.25060462951660156,0.25060462951660156,0.25060462951660156
30,i havent told this new guy how i feel either because a hes planning to move away soon b if he liked me i think he probably would have asked me out by now because hes not the shy type c based on certain things hes told me theres someone else that hes thinking of right now,LABEL_2,-1,7.823685166385985e-08,7.823685166385985e-08,7.823685166385985e-08,7.823685166385985e-08,7.823685166385985e-08,7.823685166385985e-08
31,i havent told this new guy how i feel either because a hes planning to move away soon b if he liked me i think he probably would have asked me out by now because hes not the shy type c based on certain things hes told me theres someone else that hes thinking of right now,LABEL_2,0,0.22018557786941528,0.22018557786941528,0.22018557786941528,0.22018557786941528,0.22018557786941528,0.22018557786941528
32,i tip what the astronauts who are going to make the first years long trips to mars are going to feel my fond ambition to work an antarctic winter has been put into perspective too,LABEL_2,-1,1.4832636452410952e-07,1.4832636452410952e-07,1.4832636452410952e-07,1.4832636452410952e-07,1.4832636452410952e-07,1.4832636452410952e-07
33,i tip what the astronauts who are going to make the first years long trips to mars are going to feel my fond ambition to work an antarctic winter has been put into perspective too,LABEL_2,0,0.10259601473808289,0.10259601473808289,0.10259601473808289,0.10259601473808289,0.10259601473808289,0.10259601473808289
34,i could almost admit to feeling strangely fond of the man,LABEL_2,-1,6.451220713188377e-08,6.451220713188377e-08,6.451220713188377e-08,6.451220713188377e-08,6.451220713188377e-08,6.451220713188377e-08
35,i could almost admit to feeling strangely fond of the man,LABEL_2,0,0.2504453659057617,0.2504453659057617,0.2504453659057617,0.2504453659057617,0.2504453659057617,0.2504453659057617
36,i want to learn to be a better person theres got to be a reason that im feeling all this perhaps its my own doing but as my dad is fond of saying it matters little what happens what matters is how you deal with it and move forward,LABEL_2,-1,1.9812119944617734e-07,1.9812119944617734e-07,1.9812119944617734e-07,1.9812119944617734e-07,1.9812119944617734e-07,1.9812119944617734e-07
37,i want to learn to be a better person theres got to be a reason that im feeling all this perhaps its my own doing but as my dad is fond of saying it matters little what happens what matters is how you deal with it and move forward,LABEL_2,0,0.3766252398490906,0.3766252398490906,0.3766252398490906,0.3766252398490906,0.3766252398490906,0.3766252398490906
38,i bought an espresso machine which while not exactly life altering i at least bears a mention i feel as im rather fond of it,LABEL_2,-1,1.1288712187251804e-07,1.1288712187251804e-07,1.1288712187251804e-07,1.1288712187251804e-07,1.1288712187251804e-07,1.1288712187251804e-07
39,i bought an espresso machine which while not exactly life altering i at least bears a mention i feel as im rather fond of it,LABEL_2,0,0.13419224321842194,0.13419224321842194,0.13419224321842194,0.13419224321842194,0.13419224321842194,0.13419224321842194
40,i dont know how i should be feeling and such but it seems as though that suthin told me he liked me more than a friend but i cant do or say anything cause i am actually afraid that he might be joking and not serious about this whole matter,LABEL_2,-1,9.287134616897674e-08,9.287134616897674e-08,9.287134616897674e-08,9.287134616897674e-08,9.287134616897674e-08,9.287134616897674e-08
41,i dont know how i should be feeling and such but it seems as though that suthin told me he liked me more than a friend but i cant do or say anything cause i am actually afraid that he might be joking and not serious about this whole matter,LABEL_2,0,0.3467048704624176,0.3467048704624176,0.3467048704624176,0.3467048704624176,0.3467048704624176,0.3467048704624176
42,i always always always use my lip balm ill just pick up any that is closest to me normally its the nuxe balm and when i wake up on a morning i can actually still feel this beauty on my lips its lovely and smooth and best of all it looks matte so none of that sticky business going on,LABEL_2,-1,3.6369495859389644e-08,3.6369495859389644e-08,3.6369495859389644e-08,3.6369495859389644e-08,3.6369495859389644e-08,3.6369495859389644e-08
43,i always always always use my lip balm ill just pick up any that is closest to me normally its the nuxe balm and when i wake up on a morning i can actually still feel this beauty on my lips its lovely and smooth and best of all it looks matte so none of that sticky business going on,LABEL_2,0,0.2850326895713806,0.2850326895713806,0.2850326895713806,0.2850326895713806,0.2850326895713806,0.2850326895713806
44,i never thought i would feel so fond of a three day weekend,LABEL_2,-1,7.598190876478839e-08,7.598190876478839e-08,7.598190876478839e-08,7.598190876478839e-08,7.598190876478839e-08,7.598190876478839e-08
45,i never thought i would feel so fond of a three day weekend,LABEL_2,0,0.39212068915367126,0.39212068915367126,0.39212068915367126,0.39212068915367126,0.39212068915367126,0.39212068915367126
46,i feel and what i always knew that i liked boys from a very early age i was not made into this nor forced by anyone via homo paedophile circumstances,LABEL_2,-1,1.4099187239935418e-07,1.4099187239935418e-07,1.4099187239935418e-07,1.4099187239935418e-07,1.4099187239935418e-07,1.4099187239935418e-07
47,i feel and what i always knew that i liked boys from a very early age i was not made into this nor forced by anyone via homo paedophile circumstances,LABEL_2,0,0.31005388498306274,0.31005388498306274,0.31005388498306274,0.31005388498306274,0.31005388498306274,0.31005388498306274
48,i disliked sydney but i was feeling particularly less than fond of her at the moment,LABEL_2,-1,2.291400278409128e-07,2.291400278409128e-07,2.291400278409128e-07,2.291400278409128e-07,2.291400278409128e-07,2.291400278409128e-07
49,i disliked sydney but i was feeling particularly less than fond of her at the moment,LABEL_2,0,0.42812225222587585,0.42812225222587585,0.42812225222587585,0.42812225222587585,0.42812225222587585,0.42812225222587585
50,im actually feeling fond of the human race,LABEL_2,-1,1.4474163378963567e-07,1.4474163378963567e-07,1.4474163378963567e-07,1.4474163378963567e-07,1.4474163378963567e-07,1.4474163378963567e-07
51,im actually feeling fond of the human race,LABEL_2,0,3.6783720247512974e-07,3.6783720247512974e-07,3.6783720247512974e-07,3.6783720247512974e-07,3.6783720247512974e-07,3.6783720247512974e-07
52,i always felt more comfortable with friends coming over to our house honestly i still feel that way but teri liked to have sophie over at her house,LABEL_2,-1,3.526350056404226e-08,3.526350056404226e-08,3.526350056404226e-08,3.526350056404226e-08,3.526350056404226e-08,3.526350056404226e-08
53,i always felt more comfortable with friends coming over to our house honestly i still feel that way but teri liked to have sophie over at her house,LABEL_2,0,0.2644343376159668,0.2644343376159668,0.2644343376159668,0.2644343376159668,0.2644343376159668,0.2644343376159668
54,i know no matter how angry kuro sama get he won t abandon me cerulean eyes shining with tears and a gentle true smile from the heart both made kurogane feel a love so fond towards fai how could he leave him behind,LABEL_2,-1,1.339705022473936e-07,1.339705022473936e-07,1.339705022473936e-07,1.339705022473936e-07,1.339705022473936e-07,1.339705022473936e-07
55,i know no matter how angry kuro sama get he won t abandon me cerulean eyes shining with tears and a gentle true smile from the heart both made kurogane feel a love so fond towards fai how could he leave him behind,LABEL_2,0,0.3927014470100403,0.3927014470100403,0.3927014470100403,0.3927014470100403,0.3927014470100403,0.3927014470100403
56,i feel like reading asterix and obelix all of a suddne such fond memories from my childhood,LABEL_2,-1,1.0123248017634978e-07,1.0123248017634978e-07,1.0123248017634978e-07,1.0123248017634978e-07,1.0123248017634978e-07,1.0123248017634978e-07
57,i feel like reading asterix and obelix all of a suddne such fond memories from my childhood,LABEL_2,0,0.27801695466041565,0.27801695466041565,0.27801695466041565,0.27801695466041565,0.27801695466041565,0.27801695466041565
58,i feel no pain no feeling of loneliness but adoring love to gain i said i love you forever along with this love i bring,LABEL_2,-1,5.845235762080847e-08,5.845235762080847e-08,5.845235762080847e-08,5.845235762080847e-08,5.845235762080847e-08,5.845235762080847e-08
59,i feel no pain no feeling of loneliness but adoring love to gain i said i love you forever along with this love i bring,LABEL_2,0,0.5293971300125122,0.5293971300125122,0.5293971300125122,0.5293971300125122,0.5293971300125122,0.5293971300125122
60,i know i was feeling a little delicate this morning from the champagne last night but im all good now d these arent the nails i wore last night but they are festive ish in my eyes and i love wearing them as the gold really popped in real life,LABEL_2,-1,1.09894365607488e-07,1.09894365607488e-07,1.09894365607488e-07,1.09894365607488e-07,1.09894365607488e-07,1.09894365607488e-07
61,i know i was feeling a little delicate this morning from the champagne last night but im all good now d these arent the nails i wore last night but they are festive ish in my eyes and i love wearing them as the gold really popped in real life,LABEL_2,0,0.28977900743484497,0.28977900743484497,0.28977900743484497,0.28977900743484497,0.28977900743484497,0.28977900743484497
62,i feel people fond of burley and virginia blends would cross over to loving this very easily as this blend is made from flue cured virginias and light burley,LABEL_2,-1,1.4662373359897174e-07,1.4662373359897174e-07,1.4662373359897174e-07,1.4662373359897174e-07,1.4662373359897174e-07,1.4662373359897174e-07
63,i feel people fond of burley and virginia blends would cross over to loving this very easily as this blend is made from flue cured virginias and light burley,LABEL_2,0,5.4937204367888626e-06,5.4937204367888626e-06,5.4937204367888626e-06,5.4937204367888626e-06,5.4937204367888626e-06,5.4937204367888626e-06
64,ive committed any thoughts to ascii but recalcitrant as i may be im starting to feel decidedly out of the loop and strangely enough i seem to be rather fond of most of you to the point i dont wish to be out of said loop,LABEL_2,-1,1.6831796756378026e-07,1.6831796756378026e-07,1.6831796756378026e-07,1.6831796756378026e-07,1.6831796756378026e-07,1.6831796756378026e-07
65,ive committed any thoughts to ascii but recalcitrant as i may be im starting to feel decidedly out of the loop and strangely enough i seem to be rather fond of most of you to the point i dont wish to be out of said loop,LABEL_2,0,0.49844399094581604,0.49844399094581604,0.49844399094581604,0.49844399094581604,0.49844399094581604,0.49844399094581604
66,im feeling just as if amazon online is intending to emerge from adoring the registration cost these people supplied and would like to boost the costs,LABEL_2,-1,9.710544190966175e-08,9.710544190966175e-08,9.710544190966175e-08,9.710544190966175e-08,9.710544190966175e-08,9.710544190966175e-08
67,im feeling just as if amazon online is intending to emerge from adoring the registration cost these people supplied and would like to boost the costs,LABEL_2,0,3.8487560232169926e-05,3.8487560232169926e-05,3.8487560232169926e-05,3.8487560232169926e-05,3.8487560232169926e-05,3.8487560232169926e-05
68,i screwed my brows together when i realized this reaction and pondered what could possibly make me feel so fond of a stranger,LABEL_2,-1,1.2705197605100693e-07,1.2705197605100693e-07,1.2705197605100693e-07,1.2705197605100693e-07,1.2705197605100693e-07,1.2705197605100693e-07
69,i screwed my brows together when i realized this reaction and pondered what could possibly make me feel so fond of a stranger,LABEL_2,0,0.216325581073761,0.216325581073761,0.216325581073761,0.216325581073761,0.216325581073761,0.216325581073761
70,i glanced around the room feeling unusually fond of everyone there and i saw caitlin downing glass after glass of champagne,LABEL_2,-1,1.4976420459333895e-07,1.4976420459333895e-07,1.4976420459333895e-07,1.4976420459333895e-07,1.4976420459333895e-07,1.4976420459333895e-07
71,i glanced around the room feeling unusually fond of everyone there and i saw caitlin downing glass after glass of champagne,LABEL_2,0,0.0952485203742981,0.0952485203742981,0.0952485203742981,0.0952485203742981,0.0952485203742981,0.0952485203742981
72,i never had a bike as a kid deprived i feel so i cant say that cycling is something im actually personally fond of though i wish i was,LABEL_2,-1,8.374285442869223e-08,8.374285442869223e-08,8.374285442869223e-08,8.374285442869223e-08,8.374285442869223e-08,8.374285442869223e-08
73,i never had a bike as a kid deprived i feel so i cant say that cycling is something im actually personally fond of though i wish i was,LABEL_2,0,0.5477850437164307,0.5477850437164307,0.5477850437164307,0.5477850437164307,0.5477850437164307,0.5477850437164307
74,i feel fond of him,LABEL_2,-1,9.633689757038155e-08,9.633689757038155e-08,9.633689757038155e-08,9.633689757038155e-08,9.633689757038155e-08,9.633689757038155e-08
75,i feel fond of him,LABEL_2,0,0.3228077292442322,0.3228077292442322,0.3228077292442322,0.3228077292442322,0.3228077292442322,0.3228077292442322
76,i feel like the bottle i had lasted over a year and i liked it but i kind of figured does it really matter what kind of sand youre scrubbing your face with,LABEL_2,-1,7.324732109736942e-08,7.324732109736942e-08,7.324732109736942e-08,7.324732109736942e-08,7.324732109736942e-08,7.324732109736942e-08
77,i feel like the bottle i had lasted over a year and i liked it but i kind of figured does it really matter what kind of sand youre scrubbing your face with,LABEL_2,0,0.3468087911605835,0.3468087911605835,0.3468087911605835,0.3468087911605835,0.3468087911605835,0.3468087911605835
78,im scared it gonna collapsed haha p but upon entering that place i feel liked its not jakarta anymore,LABEL_2,-1,9.518257826357512e-08,9.518257826357512e-08,9.518257826357512e-08,9.518257826357512e-08,9.518257826357512e-08,9.518257826357512e-08
79,im scared it gonna collapsed haha p but upon entering that place i feel liked its not jakarta anymore,LABEL_2,0,0.004454784095287323,0.004454784095287323,0.004454784095287323,0.004454784095287323,0.004454784095287323,0.004454784095287323
80,i feel about the scratches the way i feel about my wrinkles i am fond of them and regard them as evidence of a life well lived,LABEL_2,-1,1.6292992199851142e-07,1.6292992199851142e-07,1.6292992199851142e-07,1.6292992199851142e-07,1.6292992199851142e-07,1.6292992199851142e-07
81,i feel about the scratches the way i feel about my wrinkles i am fond of them and regard them as evidence of a life well lived,LABEL_2,0,0.353257417678833,0.353257417678833,0.353257417678833,0.353257417678833,0.353257417678833,0.353257417678833
82,i want the first approach to feel of pride or fond desire to catch the wand ring of my will and quench the kindling fire,LABEL_2,-1,1.6875451080977655e-07,1.6875451080977655e-07,1.6875451080977655e-07,1.6875451080977655e-07,1.6875451080977655e-07,1.6875451080977655e-07
83,i want the first approach to feel of pride or fond desire to catch the wand ring of my will and quench the kindling fire,LABEL_2,0,0.03983106091618538,0.03983106091618538,0.03983106091618538,0.03983106091618538,0.03983106091618538,0.03983106091618538
84,im feeling oddly fond of it by now though so i dont think i will fix it anytime soon,LABEL_2,-1,1.5201895564587176e-07,1.5201895564587176e-07,1.5201895564587176e-07,1.5201895564587176e-07,1.5201895564587176e-07,1.5201895564587176e-07
85,im feeling oddly fond of it by now though so i dont think i will fix it anytime soon,LABEL_2,0,0.09317012876272202,0.09317012876272202,0.09317012876272202,0.09317012876272202,0.09317012876272202,0.09317012876272202
86,i could feel how fond she was of her partner,LABEL_2,-1,2.1358970059282e-07,2.1358970059282e-07,2.1358970059282e-07,2.1358970059282e-07,2.1358970059282e-07,2.1358970059282e-07
87,i could feel how fond she was of her partner,LABEL_2,0,0.533224880695343,0.533224880695343,0.533224880695343,0.533224880695343,0.533224880695343,0.533224880695343
88,i reached over and tried to feel lorna s ear you all know about my affinity for ears but it turns out that most people aren t as fond of me feeling their ears as i am,LABEL_2,-1,1.5134486375245615e-07,1.5134486375245615e-07,1.5134486375245615e-07,1.5134486375245615e-07,1.5134486375245615e-07,1.5134486375245615e-07
89,i reached over and tried to feel lorna s ear you all know about my affinity for ears but it turns out that most people aren t as fond of me feeling their ears as i am,LABEL_2,0,0.4323479235172272,0.4323479235172272,0.4323479235172272,0.4323479235172272,0.4323479235172272,0.4323479235172272
90,i cope with the loss of my twin flame because it is the most painful loss of a relationship you will ever feel there will be an ache in your heart and a longing of your soul to be back in the arms of your loved one but it will never happen,LABEL_2,-1,2.161643237741373e-07,2.161643237741373e-07,2.161643237741373e-07,2.161643237741373e-07,2.161643237741373e-07,2.161643237741373e-07
91,i cope with the loss of my twin flame because it is the most painful loss of a relationship you will ever feel there will be an ache in your heart and a longing of your soul to be back in the arms of your loved one but it will never happen,LABEL_2,0,0.9778252243995667,0.9778252243995667,0.9778252243995667,0.9778252243995667,0.9778252243995667,0.9778252243995667
92,im feeling fond of her and thinking about making her some new outfits,LABEL_2,-1,2.013148190371794e-07,2.013148190371794e-07,2.013148190371794e-07,2.013148190371794e-07,2.013148190371794e-07,2.013148190371794e-07
93,im feeling fond of her and thinking about making her some new outfits,LABEL_2,0,0.0981622114777565,0.0981622114777565,0.0981622114777565,0.0981622114777565,0.0981622114777565,0.0981622114777565
94,i am not fond of and being roped back in on his return would provide shame another feeling i am not fond of,LABEL_2,-1,1.5482402204725076e-07,1.5482402204725076e-07,1.5482402204725076e-07,1.5482402204725076e-07,1.5482402204725076e-07,1.5482402204725076e-07
95,i am not fond of and being roped back in on his return would provide shame another feeling i am not fond of,LABEL_2,0,0.1792048215866089,0.1792048215866089,0.1792048215866089,0.1792048215866089,0.1792048215866089,0.1792048215866089
96,i feel very fond of my pinky kids,LABEL_2,-1,1.7899641591156978e-07,1.7899641591156978e-07,1.7899641591156978e-07,1.7899641591156978e-07,1.7899641591156978e-07,1.7899641591156978e-07
97,i feel very fond of my pinky kids,LABEL_2,0,0.39855027198791504,0.39855027198791504,0.39855027198791504,0.39855027198791504,0.39855027198791504,0.39855027198791504
98,i don t even like mushrooms normally but the smell from my garden is making me feel very fond of them,LABEL_2,-1,9.255056454549049e-08,9.255056454549049e-08,9.255056454549049e-08,9.255056454549049e-08,9.255056454549049e-08,9.255056454549049e-08
99,i don t even like mushrooms normally but the smell from my garden is making me feel very fond of them,LABEL_2,0,0.22599904239177704,0.22599904239177704,0.22599904239177704,0.22599904239177704,0.22599904239177704,0.22599904239177704
100,i feel im to only person in portland who is fond of this elk,LABEL_2,-1,1.0962491359123305e-07,1.0962491359123305e-07,1.0962491359123305e-07,1.0962491359123305e-07,1.0962491359123305e-07,1.0962491359123305e-07
101,i feel im to only person in portland who is fond of this elk,LABEL_2,0,3.09377173834946e-06,3.09377173834946e-06,3.09377173834946e-06,3.09377173834946e-06,3.09377173834946e-06,3.09377173834946e-06
102,im feeling quite fond of these autumnal colours and moods perhaps recognizing myself in them,LABEL_2,-1,2.5052074192899454e-07,2.5052074192899454e-07,2.5052074192899454e-07,2.5052074192899454e-07,2.5052074192899454e-07,2.5052074192899454e-07
103,im feeling quite fond of these autumnal colours and moods perhaps recognizing myself in them,LABEL_2,0,0.31532514095306396,0.31532514095306396,0.31532514095306396,0.31532514095306396,0.31532514095306396,0.31532514095306396
104,i feel fond of such as kirk uhura doctor rose martha owen arthur morgana and bruce lois,LABEL_2,-1,2.234052089988836e-07,2.234052089988836e-07,2.234052089988836e-07,2.234052089988836e-07,2.234052089988836e-07,2.234052089988836e-07
105,i feel fond of such as kirk uhura doctor rose martha owen arthur morgana and bruce lois,LABEL_2,0,0.2705898880958557,0.2705898880958557,0.2705898880958557,0.2705898880958557,0.2705898880958557,0.2705898880958557
106,i had a crisis about months ago when i realized i was feeling as if my life wasnt my own that everyone liked what i liked i didnt have anything that was solely mine and i no longer felt unique or that i made any particular contribution to the world that was different from anyone else,LABEL_2,-1,1.4220353250493645e-07,1.4220353250493645e-07,1.4220353250493645e-07,1.4220353250493645e-07,1.4220353250493645e-07,1.4220353250493645e-07
107,i had a crisis about months ago when i realized i was feeling as if my life wasnt my own that everyone liked what i liked i didnt have anything that was solely mine and i no longer felt unique or that i made any particular contribution to the world that was different from anyone else,LABEL_2,0,0.37770766019821167,0.37770766019821167,0.37770766019821167,0.37770766019821167,0.37770766019821167,0.37770766019821167
108,i feel particularly fond of at a certain time,LABEL_2,-1,1.6680498049481685e-07,1.6680498049481685e-07,1.6680498049481685e-07,1.6680498049481685e-07,1.6680498049481685e-07,1.6680498049481685e-07
109,i feel particularly fond of at a certain time,LABEL_2,0,0.17801013588905334,0.17801013588905334,0.17801013588905334,0.17801013588905334,0.17801013588905334,0.17801013588905334
110,i also have confused feelings about arya and gendry i would have liked to see more of their interactions in the books and might have started shipping it if id gotten them but their paths diverged too soon,LABEL_2,-1,7.769552468062102e-08,7.769552468062102e-08,7.769552468062102e-08,7.769552468062102e-08,7.769552468062102e-08,7.769552468062102e-08
111,i also have confused feelings about arya and gendry i would have liked to see more of their interactions in the books and might have started shipping it if id gotten them but their paths diverged too soon,LABEL_2,0,0.421512246131897,0.421512246131897,0.421512246131897,0.421512246131897,0.421512246131897,0.421512246131897
112,i was feeling kind of left out as im fond of pancakes and holidays,LABEL_2,-1,1.2746714617151156e-07,1.2746714617151156e-07,1.2746714617151156e-07,1.2746714617151156e-07,1.2746714617151156e-07,1.2746714617151156e-07
113,i was feeling kind of left out as im fond of pancakes and holidays,LABEL_2,0,0.2979314923286438,0.2979314923286438,0.2979314923286438,0.2979314923286438,0.2979314923286438,0.2979314923286438
114,i had this feeling come over me and i knew i didnt just like him i liked him liked him if you watched hey arnold you know what i mean haha,LABEL_2,-1,9.781702203781606e-08,9.781702203781606e-08,9.781702203781606e-08,9.781702203781606e-08,9.781702203781606e-08,9.781702203781606e-08
115,i had this feeling come over me and i knew i didnt just like him i liked him liked him if you watched hey arnold you know what i mean haha,LABEL_2,0,2.658055382198654e-05,2.658055382198654e-05,2.658055382198654e-05,2.658055382198654e-05,2.658055382198654e-05,2.658055382198654e-05
116,i learn more about being girly and becoming more of the real lily i am i didnt mind it but will admit to some times feeling like wanting badly to have something real to wear adoring my neck showing i belong to mis,LABEL_2,-1,1.719539142186477e-07,1.719539142186477e-07,1.719539142186477e-07,1.719539142186477e-07,1.719539142186477e-07,1.719539142186477e-07
117,i learn more about being girly and becoming more of the real lily i am i didnt mind it but will admit to some times feeling like wanting badly to have something real to wear adoring my neck showing i belong to mis,LABEL_2,0,0.5203845500946045,0.5203845500946045,0.5203845500946045,0.5203845500946045,0.5203845500946045,0.5203845500946045
118,i feel like any time i spend with caitlin and liza watching anime or doing things the others arent fond of will be held against us again in the future,LABEL_2,-1,2.374261072191075e-07,2.374261072191075e-07,2.374261072191075e-07,2.374261072191075e-07,2.374261072191075e-07,2.374261072191075e-07
119,i feel like any time i spend with caitlin and liza watching anime or doing things the others arent fond of will be held against us again in the future,LABEL_2,0,0.21645674109458923,0.21645674109458923,0.21645674109458923,0.21645674109458923,0.21645674109458923,0.21645674109458923
